Country Name,Country Code,Series Name,Series Code,2011 [YR2011]
Mozambique,MOZ,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.070720197
Mozambique,MOZ,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Mozambique,MOZ,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Mozambique,MOZ,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.551
Myanmar,MMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,46.8
Myanmar,MMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.104
Myanmar,MMR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.810145136
Myanmar,MMR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Myanmar,MMR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Myanmar,MMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.312
Namibia,NAM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,37.2
Namibia,NAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.776
Namibia,NAM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.814289597
Namibia,NAM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Namibia,NAM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Namibia,NAM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.658
Nauru,NRU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,30.1
Nauru,NRU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.913
Nauru,NRU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,2.131018153
Nauru,NRU,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Nauru,NRU,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Nauru,NRU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.948
Nepal,NPL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,35
Nepal,NPL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.372
Nepal,NPL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.160124569
Nepal,NPL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Nepal,NPL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Nepal,NPL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.439
Netherlands,NLD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3.7
Netherlands,NLD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.8
Netherlands,NLD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.84006738
Netherlands,NLD,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Netherlands,NLD,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Netherlands,NLD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.76
New Caledonia,NCL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
New Caledonia,NCL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.2
New Caledonia,NCL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.79894086
New Caledonia,NCL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
New Caledonia,NCL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
New Caledonia,NCL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.15
New Zealand,NZL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.1
New Zealand,NZL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14
New Zealand,NZL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,20.10701093
New Zealand,NZL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
New Zealand,NZL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
New Zealand,NZL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.09
Nicaragua,NIC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,19.5
Nicaragua,NIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.881
Nicaragua,NIC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.428053392
Nicaragua,NIC,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Nicaragua,NIC,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Nicaragua,NIC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.575
Niger,NER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,64.4
Niger,NER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.99
Niger,NER,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.960540705
Niger,NER,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Niger,NER,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Niger,NER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.449
Nigeria,NGA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,83.2
Nigeria,NGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.798
Nigeria,NGA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.851815519
Nigeria,NGA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Nigeria,NGA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Nigeria,NGA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.918
North Macedonia,MKD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.8
North Macedonia,MKD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.1
North Macedonia,MKD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,16.41387444
North Macedonia,MKD,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
North Macedonia,MKD,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
North Macedonia,MKD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.46
Northern Mariana Islands,MNP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Northern Mariana Islands,MNP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..
Northern Mariana Islands,MNP,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.84045723
Northern Mariana Islands,MNP,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Northern Mariana Islands,MNP,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Northern Mariana Islands,MNP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..
Norway,NOR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.5
Norway,NOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.2
Norway,NOR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.05701618
Norway,NOR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,15.30833
Norway,NOR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,12.33333
Norway,NOR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.88
Oman,OMN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10
Oman,OMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.627
Oman,OMN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,3.413319563
Oman,OMN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Oman,OMN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Oman,OMN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.94
Pakistan,PAK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,68.7
Pakistan,PAK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,31.872
Pakistan,PAK,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.575383475
Pakistan,PAK,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Pakistan,PAK,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Pakistan,PAK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.234
Palau,PLW,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,20.6
Palau,PLW,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.8
Palau,PLW,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.661179491
Palau,PLW,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Palau,PLW,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Palau,PLW,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..
Panama,PAN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.5
Panama,PAN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.213
Panama,PAN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.28103533
Panama,PAN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,17.95164
Panama,PAN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,7.57184
Panama,PAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.627
Papua New Guinea,PNG,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,44
Papua New Guinea,PNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.028
Papua New Guinea,PNG,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.388053834
Papua New Guinea,PNG,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Papua New Guinea,PNG,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Papua New Guinea,PNG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.816
Paraguay,PRY,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.3
Paraguay,PRY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.324
Paraguay,PRY,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.260800356
Paraguay,PRY,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Paraguay,PRY,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Paraguay,PRY,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.675
Peru,PER,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.8
Peru,PER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.75
Peru,PER,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,11.62374038
Peru,PER,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Peru,PER,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Peru,PER,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.542
Philippines,PHL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,24.5
Philippines,PHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.416
Philippines,PHL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.040029147
Philippines,PHL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Philippines,PHL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Philippines,PHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,3.122
Poland,POL,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.9
Poland,POL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.2
Poland,POL,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,19.10607759
Poland,POL,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Poland,POL,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Poland,POL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.33
Portugal,PRT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,3
Portugal,PRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.2
Portugal,PRT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,28.63821872
Portugal,PRT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Portugal,PRT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Portugal,PRT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.35
Puerto Rico,PRI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Puerto Rico,PRI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.1
Puerto Rico,PRI,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.25856348
Puerto Rico,PRI,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Puerto Rico,PRI,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Puerto Rico,PRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.5965
Qatar,QAT,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,7.7
Qatar,QAT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.366
Qatar,QAT,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1.059480609
Qatar,QAT,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Qatar,QAT,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Qatar,QAT,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.04
Romania,ROU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,10
Romania,ROU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.7
Romania,ROU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.1614489
Romania,ROU,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Romania,ROU,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Romania,ROU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.47
Russian Federation,RUS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,8.2
Russian Federation,RUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.6
Russian Federation,RUS,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.64858286
Russian Federation,RUS,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Russian Federation,RUS,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.582
Rwanda,RWA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,40.8
Rwanda,RWA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.658
Rwanda,RWA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.776587809
Rwanda,RWA,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Rwanda,RWA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Rwanda,RWA,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.357
Samoa,WSM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,16.5
Samoa,WSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,30.466
Samoa,WSM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,8.461441191
Samoa,WSM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Samoa,WSM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Samoa,WSM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.639
San Marino,SMR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.4
San Marino,SMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10
San Marino,SMR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,25.62534234
San Marino,SMR,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
San Marino,SMR,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
San Marino,SMR,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..
Sao Tome and Principe,STP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,25.8
Sao Tome and Principe,STP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.628
Sao Tome and Principe,STP,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.637789513
Sao Tome and Principe,STP,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Sao Tome and Principe,STP,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Sao Tome and Principe,STP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.716
Saudi Arabia,SAU,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,9.9
Saudi Arabia,SAU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.634
Saudi Arabia,SAU,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,3.131740594
Saudi Arabia,SAU,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Saudi Arabia,SAU,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Saudi Arabia,SAU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.814
Senegal,SEN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,41.1
Senegal,SEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,37.502
Senegal,SEN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.035510788
Senegal,SEN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Senegal,SEN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Senegal,SEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.039
Serbia,SRB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,6.4
Serbia,SRB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.1
Serbia,SRB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,26.36215802
Serbia,SRB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,20.23684
Serbia,SRB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,9.48935
Serbia,SRB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.4
Seychelles,SYC,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.3
Seychelles,SYC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.6
Seychelles,SYC,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.460347717
Seychelles,SYC,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Seychelles,SYC,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Seychelles,SYC,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.33
Sierra Leone,SLE,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,104.2
Sierra Leone,SLE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.282
Sierra Leone,SLE,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,5.976940041
Sierra Leone,SLE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Sierra Leone,SLE,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Sierra Leone,SLE,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.209
Singapore,SGP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.2
Singapore,SGP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.5
Singapore,SGP,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,9.577554542
Singapore,SGP,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Singapore,SGP,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Singapore,SGP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.2
Sint Maarten (Dutch part),SXM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..
Sint Maarten (Dutch part),SXM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9
Sint Maarten (Dutch part),SXM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.495248327
Sint Maarten (Dutch part),SXM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Sint Maarten (Dutch part),SXM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Sint Maarten (Dutch part),SXM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.99
Slovakia,SVK,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,5.6
Slovakia,SVK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.3
Slovakia,SVK,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,17.6812894
Slovakia,SVK,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Slovakia,SVK,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Slovakia,SVK,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.45
Slovenia,SVN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,2.5
Slovenia,SVN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.7
Slovenia,SVN,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,23.6069085
Slovenia,SVN,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Slovenia,SVN,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Slovenia,SVN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.56
Solomon Islands,SLB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,21.6
Solomon Islands,SLB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.633
Solomon Islands,SLB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.190847888
Solomon Islands,SLB,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Solomon Islands,SLB,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Solomon Islands,SLB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.406
Somalia,SOM,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,93.7
Somalia,SOM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.53
Somalia,SOM,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.970942343
Somalia,SOM,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
Somalia,SOM,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
Somalia,SOM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,7.257
South Africa,ZAF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,33.3
South Africa,ZAF,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.282
South Africa,ZAF,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.512996345
South Africa,ZAF,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
South Africa,ZAF,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
South Africa,ZAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.436
South Sudan,SSD,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,67
South Sudan,SSD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,40.255
South Sudan,SSD,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,4.56638483
South Sudan,SSD,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,..
South Sudan,SSD,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,..
South Sudan,SSD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.286
